Date,Close,Open,High,Low,Volume,Market Cap
08-08-2015,16633.13,17827.73,17839.59,16614.84,3730261264,2.41E+11
09-08-2015,16897.72,16640.71,17015.89,16599.42,1516092176,2.45E+11
10-08-2015,16882.63,16922.89,17029.97,16765.39,1337331853,2.44E+11
11-08-2015,17392.15,16874.46,17392.15,16845.24,1623590810,2.50E+11
12-08-2015,17260.29,17405.78,17426.06,17088.58,1724857700,2.48E+11
13-08-2015,17235.58,17247.78,17246.06,17135.03,1793929038,2.48E+11
14-08-2015,17300.68,17238.97,17401.66,17074.17,1768147805,2.51E+11
15-08-2015,17031.81,17290.85,17364.95,17015.2,1258161050,2.47E+11
16-08-2015,16826.22,17052.32,17089.7,16738.12,1935126465,2.44E+11
17-08-2015,16882.03,16825.11,16995.35,16743.2,1407109111,2.44E+11
18-08-2015,13813.79,16878.75,16889.56,13813.79,2758125412,2.00E+11
19-08-2015,14746.13,14768.75,15536.92,14491.13,3983505664,2.15E+11
20-08-2015,15405.61,14760.12,15537.91,14760.01,2099537162,2.22E+11
21-08-2015,15355.09,15405.94,15561.95,15299.3,1516917553,2.21E+11
22-08-2015,15211.22,15361.23,15512.75,14703.76,1532141700,2.21E+11
23-08-2015,15064.58,15210.3,15364.07,14893.65,1215273677,2.19E+11
24-08-2015,14061.99,15060.82,15062.6,14058.52,3909975653,2.02E+11
25-08-2015,14688.35,14033.47,14989.9,13331.95,4081027352,2.15E+11
26-08-2015,14917.09,14719.31,15291.67,14610.54,2108250144,2.18E+11
27-08-2015,14846.44,14931.55,15090.05,14774.78,1446943673,2.16E+11
28-08-2015,15304.53,14841.95,15566.63,14578.64,2069845103,2.22E+11
29-08-2015,15197.65,15314.65,15425.3,15035.61,1133804950,2.21E+11
30-08-2015,15126.82,15205.26,15348.98,14963.98,1283949364,2.20E+11
31-08-2015,15263.66,15150.16,15386.17,14993.98,1369495038,2.22E+11
01-09-2015,15151.71,15276.93,15352.1,15043.09,1365115140,2.20E+11
02-09-2015,15180.96,15145.46,15252.99,14991.51,1246058264,2.22E+11
03-09-2015,15029.95,15183.61,15211.38,15004.22,1157488465,2.19E+11
04-09-2015,15355.17,15032.07,15395.3,15021.22,1386828363,2.22E+11
05-09-2015,15669.94,15348.56,15744.88,15298.16,1378269729,2.28E+11
06-09-2015,16010.52,15660,16196.21,15647.4,1698464042,2.33E+11
07-09-2015,16021.8,16016.79,16173.17,15932.31,1414685311,2.34E+11
08-09-2015,16176.21,16021.74,16373.32,16027.94,1795533248,2.37E+11
09-09-2015,15860.44,16163.46,16226.78,15791.31,1569479024,2.31E+11
10-09-2015,15814.84,15871.63,16047.67,15701.32,1412814399,2.32E+11
11-09-2015,15902.53,15805.03,16030.5,15805.03,1274905205,2.33E+11
12-09-2015,15579.45,15885.84,15903.65,15547.99,1189680961,2.28E+11
13-09-2015,15269.76,15580.31,15626.21,15188.89,1223869403,2.23E+11
14-09-2015,15294.46,15276.19,15417.21,15123.09,1390953066,2.23E+11
15-09-2015,15298.2,15284.39,17209.4,15268.57,1271718274,2.23E+11
16-09-2015,15164.22,15294.61,15368.86,15113.14,1338100644,2.23E+11
17-09-2015,15194.83,15163.23,15264.9,15158.06,1253390932,2.22E+11
18-09-2015,15343.31,15440.2,15409.3,15356.72,1338396046,2.25E+11
19-09-2015,15245.71,15335.61,15358.46,15219.11,837228953,2.23E+11
20-09-2015,15222.47,15239.52,15303.14,15207.32,951301942,2.23E+11
21-09-2015,14928.11,15222.8,15222.8,14890.86,1295606931,2.19E+11
22-09-2015,15191.45,14920.49,15297.97,14775.55,1644061363,2.22E+11
23-09-2015,15235.29,15212.4,15293.71,15166.78,1136575878,2.22E+11
24-09-2015,15530.07,15240.26,15576.42,15219.85,1660445350,2.27E+11
25-09-2015,15557.08,15519.01,15708.84,15462.59,1480875101,2.28E+11
26-09-2015,15503.89,15552.58,15574.22,15438.92,907983711,2.27E+11
27-09-2015,15401.53,15490.59,15516.19,15375.96,938139348,2.26E+11
28-09-2015,15844.9,15406.76,15857.96,15381.99,1635259210,2.32E+11
29-09-2015,15601.63,15836.56,15888.63,15631.95,1503464271,2.30E+11
30-09-2015,15467.67,15598.53,15638.14,15485.54,1301426366,2.28E+11
01-10-2015,15586.99,15464,15638.39,15448.16,1342514278,2.28E+11
02-10-2015,15508.14,15568.29,15633.98,15463.05,1291183119,2.29E+11
03-10-2015,15602.06,15502.19,15640.29,15485.33,1077216969,2.29E+11
04-10-2015,15571.27,15589.05,15617.61,15550.43,849541846,2.29E+11
05-10-2015,15653.74,15563.95,15653.74,15473.65,1525103743,2.31E+11
06-10-2015,16039.15,15652.5,16094.95,15654.32,1793085712,2.35E+11
07-10-2015,15777.43,16046.12,16087.99,15752.5,1499159154,2.33E+11
08-10-2015,15748.06,15784.32,15910.51,15770.7,1202309521,2.31E+11
09-10-2015,15799.36,15760.67,15796.47,15721.2,1127830028,2.33E+11
10-10-2015,15864.78,15786.99,15889.26,15743.85,1030662396,2.33E+11
11-10-2015,16001.31,15851.89,16013.81,15813.68,1089900856,2.35E+11
12-10-2015,15891,15989.97,16031.78,15872.01,1126231497,2.34E+11
13-10-2015,16238.55,15884.01,16217.77,15822.49,1826693190,2.38E+11
14-10-2015,16340.55,16237.58,16490.5,16201.72,1787329172,2.41E+11
15-10-2015,16475.28,16348.21,16571.01,16330.21,1635650648,2.43E+11
16-10-2015,17005.81,16473.73,17222.32,16448.87,2325760203,2.51E+11
17-10-2015,17508.54,16997.92,17698.61,16973.33,2794716043,2.58E+11
18-10-2015,16920.85,17525.81,17575.05,16870.47,1451344413,2.49E+11
19-10-2015,17109.71,16934.94,17157.69,16912.89,1633524484,2.51E+11
20-10-2015,17512.86,17118.47,17591.87,17087.38,2006230730,2.58E+11
21-10-2015,17349.27,17502.65,17634.57,17186.47,1666211710,2.55E+11
22-10-2015,17824.57,17363.87,17995.27,17326.45,2463464703,2.63E+11
23-10-2015,17939.75,17800.24,18094.95,17793.34,1915166907,2.65E+11
24-10-2015,18274.42,17940.27,18277.79,17940.27,1683207768,2.70E+11
25-10-2015,18411.12,18260.86,19079.28,18260.86,2966239741,2.72E+11
26-10-2015,18515.6,18407.74,18515.6,18233.15,2083893229,2.73E+11
27-10-2015,19115.05,18507.88,19284.38,18496.65,3006873589,2.82E+11
28-10-2015,19782.99,19109.52,19862.84,19109.52,3305783299,2.93E+11
29-10-2015,20539.61,19763.9,20792.41,19601.47,4188595931,3.01E+11
30-10-2015,21456.38,20545.37,21779.46,20544.7,5124514115,3.17E+11
31-10-2015,20550.48,21488.89,21767.88,20228.97,3178937796,3.04E+11
01-11-2015,21271.96,20605.36,21420.76,20401.01,2420345554,3.15E+11
02-11-2015,23671.6,21305.36,23950.7,21136.03,6661921029,3.49E+11
03-11-2015,26435.39,23716.43,27383.9,23431.64,13511445156,3.91E+11
04-11-2015,26991.21,26451.58,32411.99,24951.66,17293023930,3.99E+11
05-11-2015,25441.41,26762.59,29374.55,24608.1,9957016990,3.75E+11
06-11-2015,24763.7,25552.89,26176.63,23297.5,8078938950,3.65E+11
07-11-2015,25558.05,24750.41,25829.45,24629,3744617863,3.79E+11
08-11-2015,24690.83,25412.31,25783.76,24382.13,3426697888,3.66E+11
09-11-2015,25273.78,24754.05,25478.44,23998.25,4511679572,3.73E+11
10-11-2015,22294.05,25255.64,25316.47,21783.66,6367207689,3.32E+11
11-11-2015,20548.65,22492.69,22543.32,19922.99,7086963300,3.05E+11
12-11-2015,22331.56,20746.49,22782.25,20698.73,5183851079,3.31E+11
13-11-2015,22242.1,22354.41,22513.96,21533.99,3434278120,3.30E+11
14-11-2015,21988.01,22233.58,22336.42,21794.09,2550272404,3.26E+11
15-11-2015,21146.48,21997.59,22103.99,20969.8,2920217778,3.14E+11
16-11-2015,21794.71,21118.02,21846.06,20896.01,3169013635,3.24E+11
17-11-2015,22127.6,21769.07,22309.99,21719.78,3360730031,3.28E+11
18-11-2015,22107.03,22094.51,22236.62,21863.57,2891219449,3.28E+11
19-11-2015,21552.77,22112.91,22154.51,21494.89,2973973399,3.20E+11
20-11-2015,21268.88,21570.09,21572.42,20622.81,3512481830,3.16E+11
21-11-2015,21592.84,21273.5,21674.21,21108.58,1862583804,3.21E+11
22-11-2015,21458.97,21596.01,21598.32,21218.48,1548123147,3.19E+11
23-11-2015,21440.05,21446.67,21558.25,21324.02,1816959826,3.18E+11
24-11-2015,21218.35,21437.92,21442.68,21104.9,1948748782,3.16E+11
25-11-2015,21786.02,21218.28,21837.32,21016.42,2762423803,3.24E+11
26-11-2015,23474.65,21792.46,24339.9,21784.23,7043154406,3.49E+11
27-11-2015,23952.11,23419.87,24267.75,23256.85,3672720896,3.55E+11
28-11-2015,23907.9,23891.84,24052.06,23559.43,2462938498,3.56E+11
29-11-2015,24802.81,23913.98,24845.9,23793.17,2703281147,3.70E+11
30-11-2015,25093.96,24812.36,25499.79,24619.8,4789738582,3.76E+11
01-12-2015,24090.23,25100.14,25191.33,23699.21,4020409832,3.59E+11
02-12-2015,23905.33,24047.5,24115.74,23224.81,3599398509,3.56E+11
03-12-2015,24118.12,23914.91,24707.52,23904.07,3375279455,3.58E+11
04-12-2015,24199.97,24132.55,24235.5,23815.08,2390402929,3.62E+11
05-12-2015,25916.84,24235.82,25972.54,24203.04,4416581833,3.87E+11
06-12-2015,25923.04,25957.22,26840.37,25792.9,5181515346,3.87E+11
07-12-2015,26408.2,26002.72,26677.97,25698.17,4231067759,3.94E+11
08-12-2015,27772.16,26422.75,27772.16,26046.71,3859145152,4.14E+11
09-12-2015,27929.83,27697.18,28277.11,27152.91,6076014659,4.17E+11
10-12-2015,27747.27,27958.26,28058.31,27483.18,3487451102,4.15E+11
11-12-2015,30342.44,27734.04,30342.44,27734.04,7409261907,4.51E+11
12-12-2015,29205.05,30369.09,31494.87,27576.53,8860200706,4.37E+11
13-12-2015,29121.66,28981.01,29653.73,28618.99,3696014708,4.36E+11
14-12-2015,29790.22,29089.23,30000.1,28900.17,8761305696,4.46E+11
15-12-2015,31129.98,29769.83,31129.98,29771.16,5574732955,4.67E+11
16-12-2015,30219.72,31122.42,31122.42,29691.41,7221453600,4.56E+11
17-12-2015,30309.12,30209.29,30433.95,29905.16,3187041985,4.54E+11
18-12-2015,30712.29,30293.77,30894.73,30234.36,4001986966,4.61E+11
19-12-2015,30626.57,30708.05,30842.46,30258.44,3172656701,4.59E+11
20-12-2015,29333.19,30620.74,30647.96,28798.13,4995503244,4.39E+11
21-12-2015,29067.25,29343.33,29498.92,28306.13,5144561536,4.36E+11
22-12-2015,28918.88,28987.53,29417.62,28836.69,3369035703,4.34E+11
23-12-2015,29265.49,28928.68,29406.26,28920.33,3124008865,4.39E+11
24-12-2015,30037.06,29311.13,30280.47,29262.22,3781034516,4.51E+11
25-12-2015,30080.16,30028.48,30255.23,29843.96,2579872689,4.51E+11
26-12-2015,27546.55,30086.96,30201.37,26786.45,7668756573,4.13E+11
27-12-2015,27912.87,27496.38,27991.03,26992.62,3537849864,4.19E+11
28-12-2015,27928.31,27947.2,28399.14,27672.26,3276916998,4.19E+11
29-12-2015,28688.5,27916.34,28688.5,27900.19,3412442880,4.30E+11
30-12-2015,28349.84,28709.5,28815.15,28038.79,3106788487,4.25E+11
31-12-2015,28503.23,28300.33,28657.98,27774.69,3056575263,4.30E+11
01-01-2016,28763.77,28513.43,28864.22,28273.71,2401637785,4.32E+11
02-01-2016,28704.43,28782.84,28878.21,28600.59,1993147335,4.32E+11
03-01-2016,28467.29,28713.7,28724.63,28096.64,2624748405,4.28E+11
04-01-2016,28842.99,28470.6,28897.77,28404.46,2547260521,4.31E+11
05-01-2016,28734.5,28841.53,28875.93,28606.19,2299136115,4.33E+11
06-01-2016,28630.66,28727.58,28727.58,28475.32,2264547951,4.30E+11
07-01-2016,30651.66,28691.11,30699.7,28691.65,5842307596,4.60E+11
08-01-2016,30292.62,30617.53,30918.94,29928.98,3813857574,4.57E+11
09-01-2016,29917.07,30302.85,30386.87,29868.81,2157371142,4.51E+11
10-01-2016,29957.38,29958.97,29963.72,29431.83,2405865167,4.51E+11
11-01-2016,29950.6,30004.66,30145.32,29649.51,2704911725,4.52E+11
12-01-2016,29155.29,29934.17,29934.17,29155.29,7721414651,4.39E+11
13-01-2016,28940.15,29086.7,29090.66,28364.17,11636150240,4.36E+11
14-01-2016,28960.33,28934.59,29027.77,28761.88,2941430519,4.34E+11
15-01-2016,24688.74,28956.89,28956.89,24688.74,10320783535,3.70E+11
16-01-2016,26261.22,24739.03,26465.94,24050.61,8155605139,3.96E+11
17-01-2016,25912.61,26235.2,26493.59,25756.78,3071064566,3.91E+11
18-01-2016,26214.68,25874.24,26275.49,25496.45,3687550746,3.96E+11
19-01-2016,25760.53,26205.07,26219.39,25669.97,3170112474,3.89E+11
20-01-2016,28553.07,25732.81,28895.32,25517.41,8248270596,4.30E+11
21-01-2016,27818.31,28512.44,28721.6,27559.82,4643314249,4.21E+11
22-01-2016,25833.05,27783.66,27828.18,25357.81,6207427069,3.92E+11
23-01-2016,26170.68,25829.13,26646.96,25798.54,3798881899,3.96E+11
24-01-2016,27216.06,26211.94,27398.21,26171.96,3702801202,4.12E+11
25-01-2016,26534.85,27171.89,27171.89,26307.05,3988985902,4.00E+11
26-01-2016,26575.23,26553.55,26996.38,26486.65,3938778930,4.02E+11
27-01-2016,26934.44,26594.95,26977.39,26549.97,3213833027,4.05E+11
28-01-2016,25894.18,26946.31,26973.71,25856.46,4040309819,3.93E+11
29-01-2016,25754.03,25881.86,26093.57,24885.16,5864340305,3.91E+11
30-01-2016,25671.3,25712.7,25851.96,25551.58,2055332574,3.89E+11
31-01-2016,25031.9,25673.88,25813.28,24968.64,2571798984,3.79E+11
01-02-2016,25322.67,25071.48,25646.51,24963.12,3506456796,3.84E+11
02-02-2016,25456.1,25313.44,25533.24,25307.36,2740865777,3.85E+11
03-02-2016,25128.6,25469.56,25545.34,24999.27,3122690332,3.81E+11
04-02-2016,26321.44,25143.88,26440.39,25131.59,4706183216,4.01E+11
05-02-2016,26207.95,26274.42,26422.78,26141.7,2960869590,3.96E+11
06-02-2016,25528.12,26210.66,26213.51,25247.76,3339092690,3.87E+11
07-02-2016,25561.2,25527.57,25822.98,25444.67,2513765725,3.88E+11
08-02-2016,25421.84,25570.5,25767.19,25414.15,3235437557,3.85E+11
09-02-2016,25541.84,25420.21,25661.1,25424.19,3765723910,3.89E+11
10-02-2016,25910.34,25549.79,26138.37,25523.93,5782533137,3.94E+11
11-02-2016,25995.36,25941.91,25987.13,25757.85,5049396672,3.92E+11
12-02-2016,26171.46,25997.56,26353.57,25971.4,4590500967,4.00E+11
13-02-2016,26688.88,26197.21,26688.88,26197.21,4216694446,4.06E+11
14-02-2016,27735.83,26761.89,27735.83,26761.89,5072004032,4.22E+11
15-02-2016,27266.2,27758.84,27950.44,27095.26,5044830377,4.15E+11
16-02-2016,27914.44,27351.17,27993.43,27351.17,4980125548,4.23E+11
17-02-2016,28457.19,27925.94,28801,27878.62,5699069416,4.34E+11
18-02-2016,28959.24,28474.28,29190.23,28410.44,5246331870,4.40E+11
19-02-2016,28838.5,28983.72,29008.98,28620.49,3819745004,4.39E+11
20-02-2016,29961.03,28894.43,30291.37,28894.43,6441748299,4.56E+11
21-02-2016,30121.51,30002.77,30706.83,29406.79,6155861949,4.58E+11
22-02-2016,30017.12,30134.62,30138.46,29717.24,5861309747,4.58E+11
23-02-2016,28862.83,30051.89,30181.96,28640.29,5845387435,4.40E+11
24-02-2016,29055.79,28877.92,29153.79,28385.74,4647271741,4.44E+11
25-02-2016,29206.29,29061.39,29261.97,28815.24,4840728292,4.43E+11
26-02-2016,29700.64,29212.14,29700.64,28976.55,4229898627,4.54E+11
27-02-2016,29725.86,29747.86,29843.52,29422.36,2879234015,4.54E+11
28-02-2016,29793.65,29729.44,29943.32,29128,3644842392,4.55E+11
29-02-2016,29857.63,29789.11,30205.7,29669.18,4171394994,4.59E+11
01-03-2016,29476.71,29872.64,29995.02,29427.95,5109039466,4.53E+11
02-03-2016,28570.63,29477.25,29483.03,28570.63,5077726599,4.39E+11
03-03-2016,28309.86,28565.44,28621.22,28272.5,6771144485,4.34E+11
04-03-2016,27503.24,28322.28,28605.98,27503.24,6100123713,4.22E+11
05-03-2016,26809.27,27492.67,27524.53,26371.9,9061019668,4.10E+11
06-03-2016,27307.81,26806.26,27568.03,26488.55,6104651690,4.17E+11
07-03-2016,27777.45,27311.16,27884.45,27245.66,5744279790,4.24E+11
08-03-2016,27882.79,27787.1,28016.28,27667.78,4713928128,4.24E+11
09-03-2016,27854.82,27877.54,27905.47,27696.97,4715629727,4.27E+11
10-03-2016,28075.75,27847.03,28095.22,27765.59,5440095999,4.29E+11
11-03-2016,28215.57,28082.96,28447.55,28071.98,4978663535,4.34E+11
12-03-2016,27542.05,28209.89,28222.6,27439.68,6203484770,4.22E+11
13-03-2016,27726.83,27543.66,27875.27,27543.25,4972990574,4.24E+11
14-03-2016,27972.72,27735.93,27926.16,27735.93,6378807572,4.27E+11
15-03-2016,28076.29,27969.36,28119.31,27927.58,4485820283,4.29E+11
16-03-2016,28007.58,28080.2,28081.03,28011.67,4390700375,4.30E+11
17-03-2016,28017.35,28066.55,28042.4,28066.55,5610006303,4.33E+11
18-03-2016,27183.22,28012.43,28012.43,26956.12,6990000930,4.18E+11
19-03-2016,27242.69,27164.43,27278.53,27029.36,3877750675,4.18E+11
20-03-2016,27462.37,27239.83,27520.11,27239.83,3049732130,4.21E+11
21-03-2016,27492.23,27440,27440,27298.54,4092284692,4.21E+11
22-03-2016,27912.12,27480.59,27915.03,27461.49,4444267045,4.27E+11
23-03-2016,27966.65,27916.93,28057.41,27856.21,4102088525,4.28E+11
24-03-2016,27860.3,27992.27,28001.32,27781.47,4572346655,4.28E+11
25-03-2016,27875.43,27867.93,27942.29,27799.88,3516710760,4.29E+11
26-03-2016,27926.75,27887.99,27996.38,27814.09,2983504008,4.29E+11
27-03-2016,28516.1,27939.78,28651.87,27911.11,4759491524,4.38E+11
28-03-2016,28247.63,28501.6,28450.02,28182.85,4578638678,4.36E+11
29-03-2016,27642.29,28252.49,28372.42,27479.11,5021312700,4.26E+11
30-03-2016,27531.34,27663.4,27663.4,27361.89,4382386064,4.23E+11
31-03-2016,27608.3,27560.61,27716.95,27560.61,3996482824,4.25E+11
01-04-2016,27733.94,27610.35,27742.64,27559.2,3394365125,4.26E+11
02-04-2016,27927.24,27764.6,28007.4,27764.6,3031198867,4.30E+11
03-04-2016,27929.29,27947.15,27974.15,27849.2,2525072290,4.30E+11
04-04-2016,27870.51,27955.51,27973.89,27708.69,3359864294,4.31E+11
05-04-2016,28183.37,27842.28,28198.45,27849.82,4015342058,4.32E+11
06-04-2016,28169.79,28200.25,28189.74,28137.05,3927512860,4.33E+11
07-04-2016,28229.73,28183.57,28265.42,27966.55,3849350016,4.33E+11
08-04-2016,27970.53,28240.55,28348.18,27923.02,4237327193,4.33E+11
09-04-2016,27908.11,28001.27,28006.59,27715.41,3313266009,4.30E+11
10-04-2016,28052.98,27920.16,28108.61,27897.86,4889354218,4.32E+11
11-04-2016,28005.26,28073.47,28061.42,27919.19,3376992388,4.34E+11
12-04-2016,28195.5,28029.12,28396.83,28028.99,4688421184,4.35E+11
13-04-2016,28187.76,28224.81,28313.02,28129.92,4579581587,4.34E+11
14-04-2016,28271.95,28201.13,28326.94,28206.51,3012196266,4.36E+11
15-04-2016,28640.59,28281.61,28602.55,28280.29,3651686992,4.42E+11
16-04-2016,28697.84,28631.39,28834.67,28592,2625549816,4.43E+11
17-04-2016,28482.3,28702.1,28751.09,28394.33,3474217298,4.40E+11
18-04-2016,28461.1,28496.42,28610.04,28380.29,3709964447,4.41E+11
19-04-2016,28838.97,28468.54,28872.37,28436.38,3506944625,4.47E+11
20-04-2016,29220.48,28826.72,29312.1,28774.71,4826709267,4.52E+11
21-04-2016,29891.17,29222.27,29950.76,29188.91,4515233250,4.60E+11
22-04-2016,29708.5,29908.66,29916.19,29529.31,3911068883,4.58E+11
23-04-2016,30011.43,29716.77,30011.43,29614.79,3364867056,4.64E+11
24-04-2016,30562.83,30029.96,30668.87,29921.19,4545443820,4.73E+11
25-04-2016,30778.18,30600.55,31102,30206.96,5804694598,4.76E+11
26-04-2016,30972.64,30792.98,31069.69,30791.18,5267607632,4.81E+11
27-04-2016,29506.32,30984.14,31046.84,29469.62,6217593182,4.57E+11
28-04-2016,29830.13,29529.61,29850.86,28987.1,4914415305,4.61E+11
29-04-2016,30225.18,29856.51,30244.56,29680.2,3272498299,4.68E+11
30-04-2016,29774.95,30230.56,30257.72,29733.71,4604046614,4.61E+11
01-05-2016,30011.5,29785.98,30051.3,29748.98,2700432409,4.65E+11
02-05-2016,29511.93,30015.36,30021.99,29320.5,6118660769,4.58E+11
03-05-2016,29985.61,29515.77,30038.23,29367.42,3940047045,4.63E+11
04-05-2016,29759.28,29977.55,29991.03,29674.86,3356606985,4.61E+11
05-05-2016,29835.02,29758.55,29853.59,29703.39,3360214774,4.63E+11
06-05-2016,30605.1,29832.76,30723.1,29759.08,4848237761,4.75E+11
07-05-2016,30534.05,30607.5,30676.49,30453.34,2554703564,4.74E+11
08-05-2016,30535.4,30526.92,30592.72,30364.04,2684587945,4.74E+11
09-05-2016,30722.83,30512.62,30847.25,30331.92,3695368769,4.76E+11
10-05-2016,30058.15,30725.16,30824.75,29902.58,3933474349,4.67E+11
11-05-2016,30146.57,30056.08,30312.26,30055.95,3373509629,4.69E+11
12-05-2016,30354.95,30127.86,30367.16,29911.06,3985287083,4.71E+11
13-05-2016,30459.26,30360.56,30551.84,30272.52,4061312483,4.73E+11
14-05-2016,30459.33,30469.49,30537.2,30400.17,2487235605,4.73E+11
15-05-2016,30618.16,30465.21,30661.27,30445.16,1906018330,4.76E+11
16-05-2016,30373.97,30619.37,30660.45,30267.73,3959460922,4.73E+11
17-05-2016,30342.56,30363.67,30371.6,30316.69,4286963964,4.72E+11
18-05-2016,30530.85,30336.41,30611.24,30307.44,5807301149,4.73E+11
19-05-2016,29602.08,30524.47,30521.33,29602.08,6448912102,4.59E+11
20-05-2016,29835.61,29539.86,29971.78,29512.74,5532092828,4.65E+11
21-05-2016,29870.12,29855.16,29909.88,29770.23,2882106324,4.65E+11
22-05-2016,29609.62,29872.14,29886.23,29590.21,2672854822,4.61E+11
23-05-2016,29956.34,29611.31,29968.85,29574.12,3409174510,4.66E+11
24-05-2016,30170.08,29965.52,30250.21,29954.31,4436787228,4.69E+11
25-05-2016,30258.69,30175.56,30280.83,30175.2,4412798873,4.74E+11
26-05-2016,30354.6,30263.6,30377.91,30143.53,4388313546,4.76E+11
27-05-2016,31732.03,30363.77,32093.36,30363.91,11032285152,4.94E+11
28-05-2016,35523.81,31702.88,35753.9,31680.76,12144138715,5.54E+11
29-05-2016,35273.4,35352.04,37126.95,34326.75,9968501941,5.50E+11
30-05-2016,35838.45,35423.41,36530.72,35055.68,5895871929,5.58E+11
31-05-2016,35724.02,35860.4,36770.99,34988.49,9294190035,5.57E+11
01-06-2016,36201.19,35705.26,36640.25,35349.02,5785762690,5.63E+11
02-06-2016,36199.76,36173.88,36360.12,35942.25,4070927681,5.66E+11
03-06-2016,38130.02,36180.25,38494.71,36070.28,8210640386,5.98E+11
04-06-2016,38366.69,38164.25,39532.65,37798.02,6358998116,5.99E+11
05-06-2016,38517.42,38405.62,39042.02,38128.95,4613841254,6.02E+11
06-06-2016,39112.99,38492.3,39174.26,38492.3,4832548574,6.13E+11
07-06-2016,38493.9,39106.85,39428.12,37836.27,7198874345,6.02E+11
08-06-2016,38683.64,38531.96,38738.68,38247.83,5358584941,6.07E+11
09-06-2016,38350.06,38720.75,38721.74,38063.88,4742036997,5.98E+11
10-06-2016,38657.17,38430.61,38768.09,38315.31,4470952317,6.03E+11
11-06-2016,40615.7,38737.77,40641.74,38737.77,5513167001,6.36E+11
12-06-2016,45037.71,40813.65,45845.03,40636.59,18548706660,7.05E+11
13-06-2016,47298.35,44962.06,48004.49,44489.07,16286727414,7.38E+11
14-06-2016,46135.24,47306.95,47288.92,44634.68,12536371414,7.21E+11
15-06-2016,46578.59,46143.72,46698.12,45155.74,6677345000,7.32E+11
16-06-2016,51575.82,46716.36,52074.82,46716.49,18218708614,8.05E+11
17-06-2016,50224.53,51722.48,52147.89,48113.15,24453065042,7.90E+11
18-06-2016,50715.3,50214.27,52174.81,49219.92,16948178865,7.95E+11
19-06-2016,51221.45,50746.22,51411.52,50004.5,9133055830,8.03E+11
20-06-2016,49792.83,51231.24,51527.91,49421.12,11703231729,7.75E+11
21-06-2016,45068.01,49702.13,49662.9,43200.69,20933865715,7.06E+11
22-06-2016,40189.73,45018.18,45837.37,39607.69,18009098635,6.32E+11
23-06-2016,41955.59,40279.19,42315.32,37636.04,17088230617,6.60E+11
24-06-2016,45157.04,42063.04,46435.83,42042.66,15082850225,7.02E+11
25-06-2016,45145.09,45155.82,46951.1,43885.06,8596750669,7.09E+11
26-06-2016,42720.49,45199.94,45203.26,41874.27,7413625030,6.71E+11
27-06-2016,44505.43,42719.27,44505.43,42119,8290272719,6.99E+11
28-06-2016,43802.87,44697.43,44790.3,43284.19,9398928756,6.90E+11
29-06-2016,43137.35,43607.96,43648.52,42586.85,9644470638,6.81E+11
30-06-2016,45450.04,43184.61,45589.7,42964.04,9369156026,7.13E+11
01-07-2016,45433.43,45394.56,46272.51,45197.39,9074052711,7.18E+11
02-07-2016,47274.56,45462.86,47274.56,45440.35,7547919249,7.43E+11
03-07-2016,44248.92,47359.61,47359.61,43600.29,8700590258,6.96E+11
04-07-2016,45965.67,44258.32,45965.67,43730.4,6181105910,7.23E+11
05-07-2016,45216.15,45935.21,45954.18,44833.23,8772488622,7.10E+11
06-07-2016,45651.3,45202.06,46038.34,45201.59,9099569436,7.19E+11
07-07-2016,43234.41,45702.45,46039.59,41287.78,17395024230,6.80E+11
08-07-2016,44757.02,43242.92,44769.37,42932.88,9582194165,7.08E+11
09-07-2016,43711.97,44747.68,44747.68,42532.74,12122992400,6.88E+11
10-07-2016,43590.89,43687.72,43801.54,43060.88,6885023800,6.87E+11
11-07-2016,43485.12,43532.08,44257.68,43297.51,7243890390,6.85E+11
12-07-2016,44491.69,43527.02,45208.59,43442.53,9277211029,7.03E+11
13-07-2016,43851.78,44508.16,44883.14,43851.78,8800510550,6.90E+11
14-07-2016,43982.64,43748.26,44290.67,43748.26,6600628292,6.95E+11
15-07-2016,44524.64,44055.7,44781.21,44067.83,5458621906,6.99E+11
16-07-2016,44357.62,44559.95,44739.79,44261.42,3378691491,6.99E+11
17-07-2016,45582.53,44439.92,45792.49,44439.92,4995039799,7.19E+11
18-07-2016,45189.85,45606.01,45739.16,44890.68,4660163722,7.12E+11
19-07-2016,45218.68,45165.14,45186.98,44843.17,4108963110,7.12E+11
20-07-2016,44708.27,45214.79,45210.2,44553.45,6359878380,7.05E+11
21-07-2016,44656.42,44677.58,44738.14,44391.44,4062707927,7.04E+11
22-07-2016,43685.16,44650.38,44767.11,43423.5,9009622770,6.89E+11
23-07-2016,44016.65,43692.35,44071.04,43544.49,4668670037,6.94E+11
24-07-2016,44398.34,44006.85,44522.2,43831.14,7935346496,7.00E+11
25-07-2016,44087.9,44396.87,44425.07,44084.56,5248730853,6.93E+11
26-07-2016,43853,44096.6,44172.6,43506.41,15174707404,6.93E+11
27-07-2016,43880.98,43842.44,44130.29,43598.34,9921396733,6.95E+11
28-07-2016,43890.49,43890.36,44051.17,43891.22,5795905790,6.93E+11
29-07-2016,43775.38,43895.58,43828.95,43909.95,4067425877,6.95E+11
30-07-2016,43645.78,43776.71,43857.4,43589.94,2562329943,6.89E+11
31-07-2016,41622.5,43649.31,43661.64,41601.44,7383803340,6.57E+11
