Date,Open,High,Low,Close,Volume,Market Cap
06-01-2018,63.14,66.75,58.85,65.05,18847958457.00,1686540628559.00
07-01-2018,64.86,66.11,62.78,63.87,14316823617.00,1655950888104.00
08-01-2018,63.29,63.29,48.52,57.06,16748314623.00,1476126561998.00
09-01-2018,57.01,58.36,50.69,51.87,13296457240.00,1340733884208.00
10-01-2018,51.94,51.97,43.08,50.46,15054989880.00,1309162756305.00
11-01-2018,50.36,50.36,36.53,43.84,14569043111.00,1135521982465.00
12-01-2018,44.31,59.29,42.03,57.08,23293826109.00,1481817885334.00
13-01-2018,58.35,61.65,53.20,56.23,19920474509.00,1457886601858.00
14-01-2018,56.09,56.09,47.67,51.02,10221283200.00,1322899300306.00
15-01-2018,50.61,56.10,49.37,49.45,61882356326.00,1283860132384.00
16-01-2018,49.58,49.58,30.72,40.10,103689600484.00,1031601072147.00
17-01-2018,39.95,43.34,28.16,40.19,109698416676.00,1044052511211.00
18-01-2018,40.33,45.40,37.75,42.14,82117104266.00,1092846008802.00
19-01-2018,41.48,43.97,39.33,41.51,37330896662.00,1077031310916.00
20-01-2018,41.90,46.35,41.33,45.15,47150150648.00,1170692488180.00
21-01-2018,45.08,45.08,37.70,39.13,54102192931.00,1014579748883.00
22-01-2018,39.25,40.32,33.34,36.44,33376838880.00,943917252654.00
23-01-2018,36.19,37.76,33.16,35.90,24016198062.00,932568508228.00
24-01-2018,35.91,40.48,34.69,39.60,43977173520.00,1028416957463.00
25-01-2018,40.06,43.37,39.48,40.49,41678912118.00,1052031249043.00
26-01-2018,40.26,41.46,35.96,39.63,51447038636.00,1026478411658.00
27-01-2018,39.63,40.24,37.84,39.21,21061312621.00,1016654203616.00
28-01-2018,39.45,43.35,39.45,42.61,20669530203.00,1104754576234.00
29-01-2018,42.55,42.55,39.47,39.63,15149875260.00,1027154783078.00
30-01-2018,39.73,39.73,33.33,33.87,22868363997.00,876966247941.00
31-01-2018,33.60,35.04,30.01,33.00,32215966720.00,857407683408.00
01-02-2018,32.78,34.01,26.36,26.97,37845948960.00,694665008970.00
02-02-2018,26.83,26.83,17.57,25.04,92040674676.00,647722002115.00
03-02-2018,25.71,32.17,21.21,28.14,90056537948.00,729540171135.00
04-02-2018,27.82,30.79,23.71,24.32,52242025454.00,630569906600.00
05-02-2018,24.69,25.61,20.48,20.99,42226095708.00,544235877105.00
06-02-2018,21.24,24.31,17.14,23.74,85830951726.00,614789434785.00
07-02-2018,23.58,24.20,21.32,21.88,43639564800.00,566680135219.00
08-02-2018,22.14,23.63,21.65,22.92,22262035924.00,594187623527.00
09-02-2018,22.68,25.36,22.07,25.20,25797713104.00,652742328194.00
10-02-2018,24.88,29.77,24.79,26.11,61240356160.00,677054450768.00
11-02-2018,26.06,26.07,23.40,23.79,21357276960.00,616829313690.00
12-02-2018,23.97,25.28,23.97,24.70,15637129775.00,641094190402.00
13-02-2018,24.64,24.87,23.13,23.99,14505418164.00,622065371664.00
14-02-2018,24.02,25.72,23.80,25.44,19214317826.00,661277921682.00
15-02-2018,25.30,26.71,24.99,26.15,22326981516.00,680285935506.00
16-02-2018,26.20,26.35,25.21,25.94,12293713800.00,668903405509.00
17-02-2018,25.85,27.50,25.76,26.97,21932500114.00,699338234833.00
18-02-2018,26.88,26.98,24.46,24.77,16144411360.00,642267992370.00
19-02-2018,24.86,25.48,24.81,25.15,10918615840.00,652018151409.00
20-02-2018,25.11,26.10,24.48,24.56,18067498972.00,630877261647.00
21-02-2018,24.36,24.83,23.54,23.62,15718213300.00,612760355279.00
22-02-2018,23.50,24.11,21.48,21.95,13500561600.00,567648340184.00
23-02-2018,21.75,22.74,20.97,22.34,14456409210.00,581580807934.00
24-02-2018,22.24,22.81,20.45,20.90,8639002800.00,541769478439.00
25-02-2018,20.84,22.94,20.34,22.26,16033177600.00,577108980437.00
26-02-2018,22.34,22.45,20.86,21.91,13057300582.00,567550691056.00
27-02-2018,21.96,22.16,21.43,21.78,6913583320.00,563377388373.00
28-02-2018,21.71,21.82,20.38,20.38,7448876870.00,526050738463.00
01-03-2018,20.34,20.34,18.81,19.85,12041853722.00,514566386384.00
02-03-2018,19.85,20.03,18.85,19.14,6994192800.00,496304562989.00
03-03-2018,19.10,20.16,19.07,19.37,7520017200.00,502318382777.00
04-03-2018,19.32,19.80,18.66,19.61,6158171560.00,508541865194.00
05-03-2018,19.56,20.69,18.93,19.35,13216437272.00,503190786181.00
06-03-2018,19.24,19.69,18.43,18.52,7172031100.00,481048588809.00
07-03-2018,18.47,18.66,15.32,16.04,12381511216.00,416059491879.00
08-03-2018,16.10,16.50,14.40,14.44,10885769311.00,372947127117.00
09-03-2018,14.41,14.65,12.48,14.47,16069869379.00,375052594254.00
10-03-2018,14.67,14.75,13.60,13.67,8409466560.00,354343451925.00
11-03-2018,13.66,14.80,12.90,14.55,10507893440.00,377347504530.00
12-03-2018,14.59,15.44,14.28,14.54,11998360000.00,377725699597.00
13-03-2018,14.50,14.88,13.97,14.46,6424488386.00,375741055981.00
14-03-2018,14.49,15.12,12.71,12.94,9348516600.00,335537664588.00
15-03-2018,12.89,13.07,11.20,12.07,13240424871.00,312149340906.00
16-03-2018,12.14,12.14,11.37,11.62,6332645134.00,301363108390.00
17-03-2018,11.62,11.64,9.95,10.06,5269657068.00,260735578124.00
18-03-2018,10.00,10.52,8.26,10.15,12325990700.00,263080737657.00
19-03-2018,10.45,12.89,10.20,12.89,20921220720.00,332985697777.00
20-03-2018,12.61,13.83,11.75,13.37,16281828952.00,346504767979.00
21-03-2018,13.39,14.83,13.14,13.89,16808857780.00,360550099896.00
22-03-2018,14.04,14.47,12.51,13.25,13134361800.00,343815168870.00
23-03-2018,13.17,13.20,11.79,12.30,9690135000.00,319441236936.00
24-03-2018,12.27,13.07,11.89,12.29,8620246800.00,318754690183.00
25-03-2018,12.24,12.29,11.81,12.00,3856524012.00,311011620347.00
26-03-2018,11.95,12.05,10.44,10.88,7634955060.00,282709655556.00
27-03-2018,10.90,10.97,9.73,10.06,6968798200.00,260367506541.00
28-03-2018,10.08,10.79,10.03,10.43,3913336352.00,269490288548.00
29-03-2018,10.43,10.46,9.49,9.56,6740744750.00,248105531356.00
30-03-2018,9.55,9.88,8.88,9.58,7804996140.00,248505215038.00
31-03-2018,9.58,10.45,9.43,10.15,7365503640.00,263208666749.00
01-04-2018,10.20,10.47,9.20,9.82,6565236630.00,254513204089.00
02-04-2018,9.88,10.34,9.67,10.18,6686601670.00,263995326738.00
03-04-2018,10.28,11.27,10.11,11.21,10157873961.00,291154485113.00
04-04-2018,11.12,11.64,9.99,10.10,10060516470.00,261774908823.00
05-04-2018,10.12,10.16,9.33,9.65,7375991280.00,250850119708.00
06-04-2018,9.63,9.76,9.22,9.38,3362568200.00,242988009356.00
07-04-2018,9.41,9.83,9.34,9.66,3129494568.00,250447891283.00
08-04-2018,9.66,10.29,9.66,10.17,3316964052.00,263585153481.00
09-04-2018,10.20,10.75,9.58,9.94,6038982008.00,257705786811.00
10-04-2018,9.95,10.25,9.70,10.15,3635985435.00,263282599346.00
11-04-2018,10.18,10.86,10.05,10.83,5961056642.00,279543684898.00
12-04-2018,10.88,14.00,10.74,13.85,31844897307.00,359070855387.00
13-04-2018,13.82,14.25,12.83,13.08,15041360118.00,339404253140.00
14-04-2018,12.96,13.47,12.70,13.11,7387083000.00,339791325894.00
15-04-2018,13.14,14.58,13.05,14.45,11079319500.00,374534618053.00
16-04-2018,14.48,16.80,13.86,16.80,44290459728.00,434178651180.00
17-04-2018,16.70,17.87,15.94,16.01,34103024024.00,413644969784.00
18-04-2018,15.94,17.24,15.94,17.11,11894019060.00,443264584856.00
19-04-2018,17.58,17.99,17.15,17.94,15830196100.00,464007556050.00
20-04-2018,17.85,19.97,17.80,19.94,23008124613.00,514396383101.00
21-04-2018,20.01,20.36,18.05,19.24,19504704070.00,498743395988.00
22-04-2018,19.03,19.65,18.59,18.90,10656081600.00,490084298897.00
23-04-2018,18.90,19.21,18.78,19.19,8421500600.00,495127000037.00
24-04-2018,19.19,21.16,19.11,20.77,24547010308.00,539605729582.00
25-04-2018,20.77,20.77,17.74,18.18,23345974400.00,467667976682.00
26-04-2018,18.12,19.70,17.39,19.66,14768041185.00,510537165358.00
27-04-2018,19.68,20.54,19.20,19.22,13171824934.00,499642266784.00
28-04-2018,19.13,24.31,19.13,23.84,42413385686.00,618049174064.00
29-04-2018,24.02,25.84,23.15,24.32,44754391471.00,630454230640.00
30-04-2018,24.27,24.27,22.37,22.81,19897206320.00,592910930499.00
01-05-2018,22.79,24.14,21.51,23.96,24288935837.00,617975611445.00
02-05-2018,23.88,25.12,23.33,24.83,18223985984.00,644908184336.00
03-05-2018,24.80,25.93,24.55,24.64,20058278587.00,639159227719.00
04-05-2018,24.72,24.72,23.45,24.06,11416591560.00,622502018274.00
05-05-2018,24.14,24.96,24.12,24.48,9316454605.00,634566134652.00
06-05-2018,24.45,24.45,22.81,23.38,9900306660.00,606302029866.00
07-05-2018,23.38,23.38,21.72,22.50,11450231316.00,580587705202.00
08-05-2018,22.53,23.38,21.69,22.05,9563004687.00,571491482886.00
09-05-2018,22.06,22.06,20.50,21.79,11962673520.00,563460212918.00
10-05-2018,21.81,22.08,19.92,19.98,8280606510.00,518734793129.00
11-05-2018,19.96,20.14,16.72,17.53,23450084480.00,453488821674.00
12-05-2018,17.70,19.10,16.26,18.26,17216864051.00,473379240525.00
13-05-2018,18.31,19.55,17.82,19.27,12097987580.00,499514236316.00
14-05-2018,19.26,19.28,17.63,18.47,10893122309.00,477750798184.00
15-05-2018,18.53,18.93,17.54,17.71,6579964440.00,455628602770.00
16-05-2018,17.64,17.71,16.59,17.37,7402544430.00,452464877913.00
17-05-2018,17.44,17.83,16.41,16.51,5671251126.00,428136549105.00
18-05-2018,16.45,16.78,15.91,16.69,5367418672.00,431376192571.00
19-05-2018,16.74,16.88,16.24,16.54,3928037330.00,428802088060.00
20-05-2018,16.53,17.73,16.38,17.41,6887560350.00,451478604632.00
21-05-2018,17.41,17.78,16.83,16.95,5784864317.00,438618296439.00
22-05-2018,16.99,17.03,15.19,15.26,5337324091.00,396280465706.00
23-05-2018,15.26,15.38,13.59,13.86,8451466680.00,357725974551.00
24-05-2018,13.89,14.57,13.19,14.27,8721684180.00,370135859527.00
25-05-2018,14.27,14.38,13.36,13.59,5690699680.00,355115574086.00
26-05-2018,13.53,13.92,13.27,13.31,4105548772.00,345179610513.00
27-05-2018,13.30,13.30,13.03,13.11,3995460430.00,339893928646.00
28-05-2018,13.12,13.13,11.73,11.78,6441542926.00,306926024533.00
29-05-2018,11.83,14.16,11.74,13.78,12480475680.00,355045045974.00
30-05-2018,13.82,14.79,13.57,14.24,15099771960.00,371323088607.00
31-05-2018,14.19,15.51,13.90,15.18,13625984680.00,393733160583.00
01-06-2018,15.14,15.40,14.53,14.91,8800871960.00,388942924808.00
02-06-2018,14.92,15.38,14.69,15.26,7799980650.00,395554707368.00
03-06-2018,15.25,15.86,15.08,15.28,7851763920.00,396270291404.00
04-06-2018,15.28,15.49,14.24,14.35,7744378950.00,371707695696.00
05-06-2018,14.37,14.88,13.76,14.79,8036872760.00,383319215647.00
06-06-2018,14.80,14.82,14.09,14.42,5686971335.00,375235281319.00
07-06-2018,14.44,14.66,14.13,14.23,5142528402.00,365807184205.00
08-06-2018,14.21,14.21,13.66,13.87,4632994926.00,358913176408.00
09-06-2018,13.86,14.16,13.65,13.65,3476024128.00,353779656368.00
10-06-2018,13.61,13.61,11.55,11.94,9306686720.00,309624378436.00
11-06-2018,11.90,12.27,11.33,12.23,6032959534.00,317348007118.00
12-06-2018,12.23,12.34,10.98,11.24,5591897513.00,291385453440.00
13-06-2018,11.21,11.26,10.22,10.85,6729389710.00,280622420595.00
14-06-2018,10.84,11.93,10.51,11.67,13498373680.00,302295252949.00
15-06-2018,11.66,11.66,11.02,11.08,5004969569.00,285579343578.00
16-06-2018,11.08,11.20,10.88,11.09,2872832937.00,287541036293.00
17-06-2018,11.10,11.19,10.96,10.98,2432884584.00,284749649838.00
18-06-2018,10.97,11.41,10.66,11.16,3777583329.00,289578995430.00
19-06-2018,11.20,11.61,11.06,11.42,4752194832.00,294884014096.00
20-06-2018,11.39,11.43,10.71,11.02,5712046608.00,286867101374.00
21-06-2018,11.03,11.14,10.70,10.77,2806225485.00,279746241172.00
22-06-2018,10.77,10.80,9.33,9.49,5371472280.00,246324325017.00
23-06-2018,9.52,9.72,9.15,9.36,2627661348.00,242566476672.00
24-06-2018,9.39,9.40,8.28,9.01,4956325021.00,233479118823.00
25-06-2018,8.98,9.41,8.76,9.21,3919057506.00,237993767466.00
26-06-2018,9.24,9.27,8.62,8.62,2242692025.00,222677312952.00
27-06-2018,8.65,8.78,8.50,8.75,2534269264.00,225878501127.00
28-06-2018,8.74,8.82,8.16,8.21,2899624363.00,212315007224.00
29-06-2018,8.22,8.72,7.86,8.61,4529165426.00,224354916532.00
30-06-2018,8.63,9.47,8.63,9.42,7159801550.00,244325822084.00
01-07-2018,9.46,9.98,9.16,9.73,7442773850.00,252377672182.00
02-07-2018,9.76,11.13,9.51,10.88,11079317000.00,280897229393.00
03-07-2018,10.89,11.44,10.24,10.33,7439918800.00,268384201605.00
04-07-2018,10.30,10.99,10.07,10.37,5935647146.00,268281741712.00
05-07-2018,10.41,10.62,9.99,10.26,5074536816.00,265198641880.00
06-07-2018,10.24,10.24,9.62,10.05,4761589156.00,260847202979.00
07-07-2018,10.06,10.35,9.56,10.35,3300026400.00,268232718808.00
08-07-2018,10.32,10.42,9.96,10.00,3312197120.00,259342347062.00
09-07-2018,10.00,10.05,9.61,9.61,2942472800.00,249677813731.00
10-07-2018,9.59,9.66,8.85,8.85,4278808808.00,229269421790.00
11-07-2018,8.86,9.21,8.70,9.04,3449854375.00,234366619818.00
12-07-2018,9.04,9.04,8.43,8.71,2585702528.00,226615928850.00
13-07-2018,8.72,9.71,8.63,9.44,6353471406.00,244816409187.00
14-07-2018,9.48,9.58,9.17,9.39,3768463629.00,243440441923.00
15-07-2018,9.39,9.97,9.27,9.74,3434355711.00,252621043889.00
16-07-2018,9.74,10.74,9.66,10.70,6203693795.00,277225767456.00
17-07-2018,10.62,11.95,10.28,11.69,9146046140.00,303634181319.00
18-07-2018,11.65,13.24,11.65,12.31,22124702815.00,318204045355.00
19-07-2018,12.28,13.09,11.82,12.48,14889235671.00,321786855897.00
20-07-2018,12.41,12.60,11.11,11.15,14883180222.00,290167911077.00
21-07-2018,11.13,11.60,10.70,11.25,8659705080.00,291595825302.00
22-07-2018,11.26,12.22,11.21,11.70,9576356540.00,303428089887.00
23-07-2018,11.65,12.33,11.29,11.29,10108190380.00,292292574617.00
24-07-2018,11.34,12.19,11.12,11.94,13175287600.00,309080768659.00
25-07-2018,11.88,12.09,11.46,11.87,8524671182.00,308752700148.00
26-07-2018,11.85,12.00,11.16,11.31,5792294195.00,293584525338.00
27-07-2018,11.29,11.57,10.74,11.36,7119042915.00,294665012021.00
28-07-2018,11.40,11.40,10.98,11.21,3539224920.00,290587184217.00
29-07-2018,11.26,11.30,11.00,11.20,3246117700.00,290468018215.00
30-07-2018,11.20,11.20,10.24,10.57,4775424360.00,274058681934.00
31-07-2018,10.57,10.58,9.66,9.81,6392408680.00,254867619884.00
01-08-2018,9.79,9.94,9.41,9.63,5475171755.00,250058128854.00
02-08-2018,9.66,9.74,8.95,9.05,4683435876.00,233780452571.00
03-08-2018,9.02,9.24,8.55,8.93,5336501918.00,231738699915.00
04-08-2018,8.96,9.22,8.60,8.74,3740728142.00,226656301318.00
05-08-2018,8.72,9.05,8.60,9.03,3009008810.00,234073672183.00
06-08-2018,8.97,9.35,8.82,8.98,3943435192.00,231998087811.00
07-08-2018,9.01,9.14,8.55,8.60,3944306177.00,223679583236.00
08-08-2018,8.62,8.62,7.73,7.81,5641229614.00,202377955493.00
09-08-2018,7.86,8.74,7.86,8.49,6385589590.00,219829293220.00
10-08-2018,8.53,8.59,7.84,8.02,4889891875.00,207401170105.00
11-08-2018,8.02,8.04,7.52,7.75,4533762714.00,200814508415.00
12-08-2018,7.75,7.91,7.69,7.78,2413144878.00,201762867116.00
13-08-2018,7.80,8.08,7.19,7.21,3924715987.00,183795845401.00
14-08-2018,7.20,7.20,6.09,6.62,7820185395.00,171837854629.00
15-08-2018,6.68,7.07,6.62,6.64,6389701665.00,172365134875.00
16-08-2018,6.64,6.89,6.52,6.68,3508956944.00,172805114943.00
17-08-2018,6.71,7.70,6.67,7.70,7258115520.00,199661283855.00
18-08-2018,7.70,7.88,6.83,6.99,7110910860.00,181331224686.00
19-08-2018,6.99,7.31,6.88,7.18,3582082621.00,186151422948.00
20-08-2018,7.17,7.27,6.54,6.55,3780626564.00,170389874370.00
21-08-2018,6.50,6.70,6.39,6.64,3458743431.00,171953189348.00
22-08-2018,6.64,6.99,6.15,6.30,4509935100.00,163260006612.00
23-08-2018,6.30,6.54,6.24,6.48,2612582364.00,167457258960.00
24-08-2018,6.51,6.60,6.38,6.58,2474698240.00,170984330397.00
25-08-2018,6.60,6.65,6.46,6.60,2146002012.00,171014509042.00
26-08-2018,6.59,6.62,6.39,6.53,1882441704.00,169301320297.00
27-08-2018,6.52,7.07,6.47,7.03,3883871376.00,181864643958.00
28-08-2018,7.06,7.48,7.02,7.39,5546814520.00,191872684008.00
29-08-2018,7.40,7.69,7.19,7.44,5858283407.00,191661259378.00
30-08-2018,7.42,7.56,6.88,7.11,4570872975.00,183887664824.00
31-08-2018,7.14,7.30,7.05,7.26,2988793296.00,187435738795.00
01-09-2018,7.23,7.73,7.23,7.58,4984831900.00,196649492669.00
02-09-2018,7.59,7.61,7.28,7.41,4145824900.00,192240723959.00
03-09-2018,7.43,7.47,7.25,7.38,3811791200.00,190722045803.00
04-09-2018,7.37,7.62,7.36,7.53,3867942054.00,194347263439.00
05-09-2018,7.54,7.60,6.28,6.28,7065583062.00,162516521211.00
06-09-2018,6.28,6.43,5.96,6.38,5254912600.00,164942275379.00
07-09-2018,6.37,6.45,5.98,6.03,3011991114.00,156644541889.00
08-09-2018,6.04,6.11,5.56,5.62,2527280486.00,145598306902.00
09-09-2018,5.63,5.82,5.39,5.50,3436115778.00,142636081379.00
10-09-2018,5.55,5.61,5.23,5.33,3207273960.00,136801518813.00
11-09-2018,5.37,5.42,4.88,5.12,3449670525.00,132452953616.00
12-09-2018,5.14,5.14,4.45,4.82,6629114412.00,125685630491.00
13-09-2018,4.84,5.11,4.74,5.03,6205744155.00,130624229439.00
14-09-2018,5.05,5.06,4.76,4.90,4484046020.00,127446501373.00
15-09-2018,4.88,5.06,4.87,4.98,2504116101.00,129172755830.00
16-09-2018,4.97,5.03,4.79,5.03,2346095532.00,130366622473.00
17-09-2018,5.02,5.05,4.60,4.63,3493571952.00,119068026578.00
18-09-2018,4.61,5.12,4.53,5.05,4871042270.00,130563202482.00
19-09-2018,5.03,5.41,4.88,5.23,6984383510.00,136372560824.00
20-09-2018,5.24,5.95,5.17,5.87,7509061800.00,152867239169.00
21-09-2018,5.89,6.49,5.85,6.33,15285850740.00,163560573359.00
22-09-2018,6.33,6.38,5.80,6.01,5960910764.00,155795618430.00
23-09-2018,6.03,6.73,5.99,6.48,10834211080.00,168082483863.00
24-09-2018,6.48,6.60,5.98,6.01,6466181283.00,154973684999.00
25-09-2018,5.98,5.98,5.48,5.89,6360307632.00,152644542745.00
26-09-2018,5.89,6.02,5.60,5.77,4674879352.00,149762944085.00
27-09-2018,5.77,6.36,5.70,6.24,7397719490.00,161858595195.00
28-09-2018,6.27,6.41,5.95,6.09,6466082816.00,158085791961.00
29-09-2018,6.07,6.26,5.92,6.13,4049415000.00,159034777449.00
30-09-2018,6.12,6.29,6.05,6.18,3614349750.00,160142492092.00
01-10-2018,6.18,6.22,6.03,6.16,3050539000.00,158778008706.00
02-10-2018,6.17,6.17,6.01,6.02,2535807584.00,156022495879.00
03-10-2018,5.98,6.01,5.80,5.93,2775605004.00,152739276474.00
04-10-2018,5.93,6.11,5.91,5.99,2322318434.00,154599043135.00
05-10-2018,5.99,6.13,5.94,6.12,2294065458.00,158408766931.00
06-10-2018,6.15,6.18,5.97,6.00,1938367164.00,155492829655.00
07-10-2018,6.01,6.28,5.96,6.24,2570592226.00,161909875661.00
08-10-2018,6.24,6.53,6.16,6.41,4579316447.00,165637167098.00
09-10-2018,6.43,6.48,6.28,6.42,2866877412.00,165818773264.00
10-10-2018,6.42,6.42,6.19,6.29,2667569906.00,163188946345.00
11-10-2018,6.28,6.28,5.18,5.25,5394256128.00,136545788968.00
12-10-2018,5.21,5.60,5.17,5.39,3034085160.00,140544353153.00
